Company Name,Key ID,Address Line 1,City,Phone,URL,Revenue (As Reported),Employees,Match Status,CRM Company Name,CRM Group ID,CRM Company ID
Al Masaood Automobiles,120012612,PO Box 322,Abu Dhabi,971-02 6722300,http://www.nissan-almasaoodautomobiles.com,,,,,,
Emirates Palace Hotel,111192835,"Emirates Palace Abu Dhabi,",Abu Dhabi,971-2-6909000,http://www.emiratespalace.com,,,,,,
ADNOC Distribution,107923721,Al Salam Street,Abu Dhabi,971-2-677-1300,http://www.adnoc.ae,,,,,,
Al Jaber Delta Energy Services & General Construction,124754277,,Abu Dhabi,971-22040350,,,,,,,
Partex Gas Corporation,121394684,Sheikh Khalifa St Blue Tower 6th Fl 604,Abu Dhabi,971-26271395,,,,,,,
Emirates Cold Storage Company,121709337,,Abu Dhabi,971-5553455,,,,,,,
New Medical Centre Group - Abu Dhabi,42386024,PO Box 6222,Abu Dhabi,971-02 6332255,http://www.nmc.ae,,,,,,
Sigma Engineering Works,42386075,PO Box 3555,Abu Dhabi,971-02 5510400,http://www.sigma.ae,,,,,,
Tasweek Real Estate Development&Mktg PJS,138052963,Kamala Tower,Abu Dhabi,971-2-6581856,http://www.tasweekuae.ae,,,,,,
White Aluminium Extrusion LLC,111192658,White Aluminium Extrusion L.L.C Building,Abu Dhabi,971-2-5500947,http://www.dubaiinvestments.com/,,,,,,
Ali and Sons Industrial Projects L.L.C.,98191417,PO Box 915,Abu Dhabi,971-02 6723900,http://asip.ali-sons.com,,,,,,
Al Hassan Engineering Co Abu Dhabi Llc,111087945,47943,Abu Dhabi,971-2-5868560,http://www.al-hassan.com/,,,,,,
High - Point Rendel Limited - Abu Dhabi,92461261,Mohammed Abdulla Al Otaiba Bldg,Abu Dhabi,26788977,http://www.highpointrendel.com,,,,,,
Cegelec,92460765,P.O. Box 47055,Abu Dhabi,26272680,http://www.cegelec.com,,,,,,
Toyo Kanetsu K K,92460841,Rahma Almasaood Bldg,Abu Dhabi,,http://www.toyokanetsu.co.jp,,,,,,
BNP Paribas Abu Dhabi,42385803,Al Bateen Area Street No 32,Abu Dhabi,971-26938888,http://eau.bnpparibas.com,,,,,,
Manazel Real Estate PJSC,107923716,,Abu Dhabi,971-2-6444466,http://www.manazel-re.com,,,,,,
Lockheed Martin Global,92461160,P.O. Box 47796,Abu Dhabi,26451776,http://www.lockheedmartin.com,,,,,,
Oasis International Leasing Company Pjsc,104354628,Po Box 28922,Abu Dhabi,6273880,http://www.oasisleasing.com,204645000.0,,,,,
"Al Jaber Trailers, Steel and Metal Works Establishment",123860295,,Abu Dhabi,971-25554300,,,,,,,
Cameron - Middle East Operations,92460876,P.O. Box 3555,Abu Dhabi,25511313,http://www.c-a-m.com,,,,,,
ELS Language Centers ME,48609246,PO Box 3079,Abu Dhabi,971-02 6651516,http://www.alhamed.com/elsinfo.htm,,,,,,
Emirates National Electromechanical L.L.C.,124729319,,Abu Dhabi,971-2-6711141,http://www.ene-llc.com,,,,,,
Al Mutawa Marine Work Establishment,111192736,P.O.Box 35440,Abu Dhabi,971-2-5552800,http://www.mutawamarine.com,,,,,,
Rohde & Schwarz Emirates LLC,122873636,HQ Aldar Building 2nd Floor Al Raha Beach,Abu Dhabi,971-2-4926-299,,,,,,,
Ghanem Ali Bin Hamoodah and Sons L.L.C.,126967658,PO Box 27273,Abu Dhabi,971-2 6229988,http://www.ghanemandsons.com,,,,,,
Electra Abu Dhabi,48609253,PO Box 121,Abu Dhabi,971-02 6666548,http://www.alhamed.com/electrainfo.htm,,,,,,
Deutsche Bank - Abu Dhabi,92461518,Baniyas Street,Abu Dhabi,4192200,http://www.db.com,,,,,,
Dolphin Energy Limited,92461546,PO Box 33777,Abu Dhabi,97126995500,http://www.dolphinenergy.com,,,,,,
Abu Dhabi Distribution Company,92461562,,Abu Dhabi,971-26423000,http://www.addc.ae,,,,,,
Tourism Development & Investment Co LLC,102157208,"Sheikh Zayed Street,",Abu Dhabi,971-2-4061400,http://www.tdic.ae/,,,,,,
National Holding LLC,111192789,P.O. Box 111966,Abu Dhabi,971-2-6577000,http://www.nh.ae/,,,,,,
Aabar Properties LLC,139494968,IPIC Square  21st Floor 4th Street Muroor Road,Abu Dhabi,971-2-222-2233,http://www.aabarproperties.com,,,,,,
Albert Abela Company ( Abu Dhabi ) W L L,92461472,Po Box 143,Abu Dhabi,66674610,,,,,,,
Keo International Consultants,92461099,Po Box P.O. Box 27594,,26451512,http://www.keoic.com,,,,,,
Al Nasr Contracting Company LLC,111192690,Hamad Bhyan Al Amri Building,Abu Dhabi,971-2-6420002,http://www.alnasruae.com,,,,,,
Abu Dhabi Mafraq Hotel,111192855,Mafraq Hotel,Abu Dhabi,971-2-6596666,http://www.mafraq-hotel.com/,,,,,,
Al Ghaith Holdings,100971491,PO Box 32323,Abu Dhabi,971-02 6262525,,,,,,,
National Cement Factory - L L C,120029830,Po Box 106077,Abu Dhabi,5500933,http://www.ncfuae.com,,,,,,
Tamouh Ambitions Unlimited,111088295,"18th Floor, Tamouh Tower",Abu Dhabi,971-2-4177777,http://www.tamouh.com/,,,,,,
Clariant Oil Services,49409845,"ESNAAD Mussafah Offshore Supply Base, Mussasfah Industrial Estate",Abu Dhabi,971-02 5549299,http://www.clariant.com/en/Solutions/Business-Units/Industrial-and-Consumer-Specialties,,,,,,
KARL STORZ Endoscopy Gulf & Near East,121410670,Villa #7 Mushrif Business Park,Abu Dhabi,971-2-4477593,,,,,,,
Safar-Al Baharie Oilfield Services,107923707,"Office 1-03, Building 2",Abu Dhabi,97144230922,http://www.safaroil.com,,,,,,
Crypto Ag Middle East,120010928,"Al Yaziah Building, Mezzanine 01 Murour Road, Street No. 4",Abu Dhabi,4455737,http://www.crypto.ch,,,,,,
Exeed Industries L.L.C.,126967664,PO Box 38970,Abu Dhabi,971-2 4996999,http://www.exeed.ae,,,,,,
Yateem Optician Limited,111088329,Yateem Group Building,Abu Dhabi,971-2-6776222,http://www.yateemgroup.com/,,,,,,
"Northrop Grumman Electronic Systems International, Inc.,",101788432,Shaik: Srour Bin Mohammed Al Nahyyan Buldg-Tourist Club,Abu Dhabi,6455677,http://www.northropgrumman.co.uk,,,,,,
Capitala,102157213,"Capitl Ste Bldg Zyd Sprts Cty Twr,Grnd F",Abu Dhabi,971-2-4121111,http://www.capitala.ae,,,,,,
Etisalat Services Holding L.L.C.,121647227,PO Box 3838,Abu Dhabi,971-02 6182731,http://etisalatservices.com,,,,,,
Al Jaber Heavy Lift,123029217,Corniche Side 5th R/A,Abu Dhabi,971-2-5825454,http://www.ajhl.com,,,,,,
Ados Sparrows Offshore Services Ltd.,120011130,Po Box 4015,Abu Dhabi,25544401,http://www.sparrowsgroup.com,,,,,,
Eshraq Properties Co PJSC,111088069,P.O. Box 108737,Abu Dhabi,971-2-6354854,http://www.eshraquae.com,268263000.0,,,,,
LeasePlan Emirates Ltd,111192819,Al Fhm Emrts Mtr Co Bdg Ofc Ste 115-119,Abu Dhabi,971-2-4046444,http://www.leaseplan.ae,,,,,,
Al Hamed Cercon,51575145,PO Box 42148,Abu Dhabi,971-2 6672200,http://www.alhamed.com,,,,,,
Telefonaktiebolaget L M Ericcson,50094128,Po Box 3704,Abu Dhabi,26968600,http://www.ericsson.com,,,,,,
The Boston Consulting Group - Abu Dhabi,120011164,Al Niyadi Building 1st Floor Airport Rd,Abu Dhabi,971-2-6529-600,http://www.bcgmiddleeast.com,,,,,,
"Dck International, LLC",125518440,,Abu Dhabi,971-50-848-5106,,,,,,,
Al Jaber Tunneling & Mechanical Works Est,125630772,,Abu Dhabi,971-25553335,http://www.aljaber.com,,,,,,
Gulf Air Conditioning Manufacturing Industries L.L.C,138782916,Plot No 36D14 ICAD-1 Industrial City,Abu Dhabi,971-25506777,http://www.gami.ae,,,,,,
Taweelah A2 Operating Company,111192693,"Tawila AQ Station,  AL Tawila Zone",Abu Dhabi,971-2-5067100,http://www.adwea.ae,,,,,,
Falcon General Services,48609252,PO Box 41698,Abu Dhabi,971-02 6815100,http://www.alhamed.com/falcongeninfo.htm,,,,,,
Abu Dhabi Petroleum Company Ltd.,42385742,PO Box 26696,Abu Dhabi,971-02 6274288,,,,,,,
Kudsi Law Firm,42385958,PO Box 46010,Abu Dhabi,971-02 6336500,http://www.kudsilawfirm.ae,,,,,,
United Bank Limited-Abu Dhabi,42386109,PO Box 3052,Abu Dhabi,971-02 5996505,http://www.ubl.com.pk,,,,,,
AlMansoori Special Eng Co LLC,111192719,"17th Floor, Mussafah Industrial Area,",Abu Dhabi,971-2-8157000,http://www.almansoori.biz,,,,,,
Green Crescent Insurance Company PJSC,102157223,Corniche Tower,Abu Dhabi,971-2-4084700,http://www.green-crescent.com,73706001.0,,,,,
"Bilfinger Berger Construction, LLC",121413540,Massionan Office 2 Bldg 129 4th St,Abu Dhabi,971-26324005,http://www.bilfingerberger.com,,,,,,
Etihad Rail,127978265,PO Box 989,Abu Dhabi,971-02 4999999,http://www.etihadrail.ae,,,,,,
Al Wifaq Finance Company PJSC,111192667,"Al Odaid Offices Tower, Airport Road,",Abu Dhabi,971-2-4035600,,,,,,,
Awraq Islamic Shares and bonds Company,111087979,RAK Ceramics Building,Abu Dhabi,971-2-6819366,https://www.awraqislamic.com,,,,,,
El Nilein Bank Plc,120012196,Po Box 46013,Abu Dhabi,26729300,http://www.nileinuae.com,,,,,,
Pacific Middle East LLC (Abu Dhabi),125630766,,Abu Dhabi,971-24146665,,,,,,,
Al Wathba Concrete Blocks Factory,48609181,PO Box 4781,Abu Dhabi,971-02 5821158,,,,,,,
Commercial Bank of Dubai PSC - Abu Dhabi,42385832,PO Box 2466,Abu Dhabi,971-2 6268400,http://www.cbd.ae,,,,,,
Foster Wheeler International,42385887,PO Box 26702,Abu Dhabi,971-02 6222117,http://www.fwc.com/contact/ec.cfm,,,,,,
The Offset Program Bureau,48609228,PO Box 908,Abu Dhabi,971-02 6160000,http://www.offset.ae,,,,,,
Exova Limited - Abu Dhabi,50089044,Po Box 9191,Abu Dhabi,25582345,http://www.exova.com,,,,,,
Mitsui Sumitomo Insurance Company Limited,92461401,Skh. Maryam Bint Rashed Al Otaibah Bldg,Abu Dhabi,26458060,http://www.msig.com,,,,,,
Reem Investments PSC,111088249,Reem Investments Building,Abu Dhabi,971-2-4438900,http://reeminvestments.com/,,,,,,
Abu Dhabi Holding,111192688,"Al Ghaith Tower, 11th Floor,",Abu Dhabi,971-2-6267000,http://www.adh.ae,,,,,,
United Alsaqer Heavy Equipment L.L.C.,123166324,PO Box 46468,Abu Dhabi,971-02 5545900,http://www.alsaqerheavyequipment.com,,,,,,
Insurance House,113833841,PO Box 129921,Abu Dhabi,971-2-4934444,http://www.insurancehouse.ae/,88059601.0,,,,,
NBAD Securities LLC,111192718,Sultan Bin Zayed Al Nahyan Building,Abu Dhabi,971-2-6161600,http://www.nbad.com,,,,,,
Awe Middle East Llc,120010414,Po Box 46995,Abu Dhabi,,,,,,,,
Al Nasser Holding Company,111192731,Falcon Tower,Abu Dhabi,971-2-6391100,http://www.anholdings.com,,,,,,
Escan Real Estate PJSC,111192694,P.O.Box 93888,Abu Dhabi,971-2-4474202,http://www.escan.ae,16007000.0,,,,,
Emirates Stallions Properties LLC,136967196,Silver wave Tower 4th Floor - unit 404 Meena Street,Abu Dhabi,971-2-6448090,,,,,,,
Al Hamed Development and Construction L.L.C.,48609250,PO Box 45885,Abu Dhabi,971-02 6672200,http://www.alhamed.com/ahdcinfo.htm,,,,,,
Al Qudra Sports Management,111192649,"Al Saada Street, P.O.Box. 42612",Abu Dhabi,971-2-4488012,http://www.alqudrasm.com/,,,,,,
Universal Trading Company,92461417,Po Box 4399,Abu Dhabi,26335331,http://www.universal-uae.ae,,,,,,
Al Badr Money Exchange,111192889,33391,Abu Dhabi,971-2-6344100,http://www.albaderexchange.com,,,,,,
Arabian Power Company,107923710,Sas Al Nakhl Island,Abu Dhabi,97125588899,http://www.arabianpower.ae,,,,,,
Abu Dhabi Basic Industries Corporation,99413950,PO Box 7063,Abu Dhabi,971-2-6988444,http://www.adbic.com,,,,,,
Sheraton Abu Dhabi,42386072,"P.O. Box 640, Corniche Road,  Abu Dhabi, United Arab Emirates",Abu Dhabi,26773333,http://www.sheraton.com,,,,,,
C4 Advanced Solutions LLC,111087997,"1st Floor, Khalifa A Trading Center",Abu Dhabi,971-2-8157600,http://www.c4as.ae/,,,,,,
Horizon Energy LLC,111088116,"Offices 403 & 404, 4th Floor",Abu Dhabi,971-2-6715544,http://www.horizonenergy.ae/,,,,,,
Emirates Computers Ltd,111192807,Emirates Computers Building,Abu Dhabi,971-2-6914100,http://www.emiratescomputers.ae,,,,,,
Tamani General Contracting,96740624,PO Box 43665,Abu Dhabi,971-02 6270560,http://www.tamani.ae,,,,,,
Noor Capital PSC,111192678,Ministry of Energy Bldg Dar El Salam Twr,Abu Dhabi,971-2-6266888,http://noor-capital.ae,,,,,,
Hafilat Industries L.L.C.,102157211,PO Box 91207,Abu Dhabi,971-02 6733336,http://www.hafilat.ae,,,,,,
Al Hikma Development Company PSC,111192639,"Almamoura Building, Almoroor Road,",Abu Dhabi,971-2-4130000,,,,,,,
Power Economy Middle East Company L.L.C.,127979950,PO Box 6072,Abu Dhabi,971-02 5501077,http://www.powereconomy.net,,,,,,
Schiavello Systems International Pty. Ltd.,137782861,Level 20 Sultan International Tower Corniche Road,Abu Dhabi,971-2-622-4411,,,,,,,
Dussmann Middle East GmbH,137783567,,Abu Dhabi,971-2-6-44-41-51,http://www.dussmann-service.ae,,,,,,
Al Jaber Lighting LLC,139493624,,Abu Dhabi,971-2-5557810,http://www.aljaber.com,,,,,,
"Marubeni - Itochu Steel Inc., Abu Dhabi",92461148,Shk. Zayed Ii,Abu Dhabi,,http://www.marubeni.com,,,,,,
Abu Dhabi Medical Devices Co L L C,98191435,PO Box 30485,Abu Dhabi,971-2-5510111,http://www.medeco-uae.com/,,,,,,
Amana Steel Buildings Company L.L.C.,42385768,PO Box 5643,Abu Dhabi,971-02 6428383,http://www.amanabuildings.com,,,,,,
ABB Transmission & Distribution Ltd.,42385784,Al Ghaith Tower 15th Floor Hamdan Street,Abu Dhabi,971-24171333,http://www.mena.abb.com,,,,,,
United Printing & Publishing Company,111192728,P.O.Box 39955,Abu Dhabi,971-2-5039999,http://www.upp.ae/,,,,,,
Valentine Maritime Gulf LLC,111192883,45877,Abu Dhabi,971-2-5555868,http://www.vmgulf.com/,,,,,,
Sky News Arabia FZ L.L.C.,123840768,PO Box 77845,Abu Dhabi,971-02 5091500,http://www.skynewsarabia.com,,,,,,
